registrationNumber,type,legalName,tradeName,address,street,place,zip,county,status,dateFirstRegistered,dateRegisteredThrough,deletedDate,successorRegistrationNumber,cd119,cd_method,in_ny23,community
025998,Pharmacy,"EXCELLUS HEALTH PLAN, INC.",LIFETIME HEALTH,C/O PHARMACY 1185 SWEET HOME RD. AMHERST NY 14226,1185 SWEET HOME RD,. AMHERST,14226,ERIE,Transfer,"June 27, 2003","November 07, 2005","November 07, 2005",027324,,,unknown,yes
025997,Pharmacy,"EXCELLUS HEALTH PLAN, INC.",LIFETIME HEALTH,C/O PHARMACY 120 GARDENVILLE PKWY WEST SENECA NY 14224,120 GARDENVILLE PKWY,WEST SENECA,14224,ERIE,Transfer,"June 27, 2003","December 05, 2005","December 05, 2005",027322,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
025996,Pharmacy,"EXCELLUS HEALTH PLAN, INC.",LIFETIME HEALTH,C/O PHARMACY 151 ELMVIEW AVE. HAMBURG NY 14075,151 ELMVIEW AVE,. HAMBURG,14075,ERIE,Transfer,"June 27, 2003","November 07, 2005","November 07, 2005",027326,,,unknown,yes
025995,Pharmacy,"EXCELLUS HEALTH PLAN, INC.",LIFETIME HEALTH,C/O PHARMACY 2075 SHERIDAN DR. BUFFALO NY 14223,2075 SHERIDAN DR,. BUFFALO,14223,ERIE,Transfer,"June 27, 2003","November 07, 2005","November 07, 2005",027327,,,unknown,yes
039584,Pharmacy,EXPERTSRX PHARMACY INC.,,3871 HARLEM RD SUITE 201 BUFFALO NY 14215,3871 HARLEM RD,BUFFALO,14215,ERIE,Active,"June 06, 2022","May 31, 2028",,NONE,26,geocoded earlier,no,yes
303189,Wholesaler/Repacker,F.M. HOWELL & COMPANY,HOWELL PACKAGING,151 E. FIFTH ST. P.O. BOX 286 ELMIRA NY 14902,151 E. FIFTH ST,. ELMIRA,14902,CHEMUNG,Active,"August 21, 1967","August 31, 2028",,NONE,23,county wholly in NY-23,yes,no
029158,Wholesaler,F.M. HOWELL & COMPANY,HOWELL MARKETING SERVICES,100 EAST MILLER ST PO BOX 286 ELMIRA NY 14902,100 EAST MILLER ST,ELMIRA,14902,CHEMUNG,Active,"December 03, 2008","November 30, 2026",,NONE,23,county wholly in NY-23,yes,no
016522,Pharmacy,FACULTY-STUDENT ASSOCIATION,,"STATE UNIVERSITY COLLEGE AT BUFFALO, INC. 1300 ELMWOOD AVENUE BUFFALO NY 14222","STATE UNIVERSITY COLLEGE AT BUFFALO, INC. 1300 ELMWOOD AVENUE",BUFFALO,14222,ERIE,Discontinued,"September 05, 1979","February 07, 2000","February 07, 2000",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
032211,Pharmacy,FALCONER PHARMACY INC.,,202 WEST MAIN ST. FALCONER NY 14733,202 WEST MAIN ST,. FALCONER,14733,CHAUTAUQUA,Discontinued,"September 10, 2013","July 10, 2019","July 10, 2019",NONE,23,county wholly in NY-23,yes,yes
039885,Pharmacy,"FALLS PHARMACY, INC.",,2401 PINE AVE NIAGARA FALLS NY 14301,2401 PINE AVE,NIAGARA FALLS,14301,NIAGARA,Active,"November 09, 2022","October 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
026549,Pharmacy,"FAMILY MEDICAL PHARMACY, INC.",,120 PLAZA DRIVE WILLIAMSVILLE NY 14221,120 PLAZA DRIVE,WILLIAMSVILLE,14221,ERIE,Transfer,"February 26, 2004","June 30, 2020","June 30, 2020",037859,,,unknown,yes
022443,Pharmacy,FAMILY PHARMACEUTICAL SERVICES L.L.C.,CHILDRENS HOMECARE PHARMACY,C/O PHARMACY 1001 MAIN ST. 2ND FLR. BUFFALO NY 14203-1009,1001 MAIN ST,. 2ND . BUFFALO,14203,ERIE,Discontinued,"April 21, 1995","September 27, 2019","September 27, 2019",NONE,,,unknown,yes
022444,Pharmacy,FAMILY PHARMACEUTICAL SERVICES L.L.C.,HIGH ST. PRESCRIPTION CENTER,100 HIGH ST. BUFFALO NY 14203,100 HIGH ST,. BUFFALO,14203,ERIE,Transfer,"April 21, 1995","June 18, 2024","June 18, 2024",040970,26,Census batch geocode + point-in-district,no,yes
023689,Pharmacy,FAMILY PHARMACEUTICAL SERVICES LLC,FPS LONGTERM PRESCRIPTIONS,2100 WEHRLE DR. WILLIAMSVILLE NY 14221,2100 WEHRLE DR,. WILLIAMSVILLE,14221,ERIE,Discontinued,"July 03, 1998","March 17, 2000","March 17, 2000",NONE,,,unknown,yes
034834,Pharmacy,FAMILY PHARMACEUTICAL SERVICES LLC,CAMPUS FAMILY PHARMACY,1001 MAIN ST. 2ND FL. BUFFALO NY 14203-1009,1001 MAIN ST,. 2ND,14203,ERIE,Discontinued,"April 05, 2017","November 09, 2017","November 09, 2017",NONE,,,unknown,yes
028732,Pharmacy,"FAMILY PHARMACEUTICAL SERVICES, L.L.C.",SUBURBAN FAMILY PHARMACY,1540 MAPLE RD. WILLIAMSVILLE NY 14221,1540 MAPLE RD,. WILLIAMSVILLE,14221,ERIE,Discontinued,"February 21, 2008","December 03, 2021","December 03, 2021",NONE,,,unknown,yes
022839,Pharmacy,"FAMILY PHARMACEUTICAL SERVICES, L.L.C.",,1001 HUMBOLDT PKWY. C BLDG. ROOM 2-9 BUFFALO NY 14208,1001 HUMBOLDT PKWY,. C 2-9 BUFFALO,14208,ERIE,Not Active,Not On File,"April 08, 1996","April 08, 1996",NONE,,,unknown,yes
027053,Pharmacy,FATHER BAKER MANOR,,6400 POWERS ROAD ORCHARD PARK NY 14127,6400 POWERS ROAD,ORCHARD PARK,14127,ERIE,Not Active,Not On File,"June 20, 2005","June 20, 2005",NONE,,,unknown,yes
019349,Pharmacy,FAY'S INCORPORATED,ECKERD,2215 NIAGARA ST. BUFFALO NY 14207,2215 NIAGARA ST,. BUFFALO,14207,ERIE,Transfer,"January 13, 1987","December 31, 1998","December 31, 1998",023855,,,unknown,yes
018857,Pharmacy,FAY'S INCORPORATED,ECKERD,2175 S. PARK AVE. BUFFALO NY 14220,2175 S. PARK AVE,. BUFFALO,14220,ERIE,Transfer,"November 07, 1985","December 31, 1998","December 31, 1998",023854,,,unknown,yes
023611,Pharmacy,FAY'S INCORPORATED,ECKERD DRUGS #5017,C/O PHARMACY 1381 NASH RD. NORTH TONAWANDA NY 14120,1381 NASH RD,. NORTH TONAWANDA,14120,NIAGARA,Transfer,"March 23, 1998","December 31, 1998","December 31, 1998",023980,,,unknown,yes
019176,Pharmacy,FAY'S INCORPORATED,ECKERD,480 EVANS RD. WILLIAMSVILLE NY 14221,480 EVANS RD,. WILLIAMSVILLE,14221,ERIE,Transfer,"July 15, 1986","December 31, 1998","December 31, 1998",024068,,,unknown,yes
018343,Pharmacy,FAY'S INCORPORATED,ECKERD,2585 MAIN ST. BUFFALO NY 14214,2585 MAIN ST,. BUFFALO,14214,ERIE,Transfer,"November 05, 1984","December 31, 1998","December 31, 1998",024085,,,unknown,yes
018054,Pharmacy,FAY'S INCORPORATED,ECKERD,1020 PORTAGE RD. NIAGARA FALLS NY 14301,1020 PORTAGE RD,. NIAGARA FALLS,14301,NIAGARA,Transfer,"February 22, 1984","December 31, 1998","December 31, 1998",024096,,,unknown,yes
020535,Pharmacy,FAY'S INCORPORATED,ECKERD,16 PARK DR. HORNELL NY 14843,16 PARK DR,. HORNELL,14843,STEUBEN,Transfer,"March 19, 1990","December 31, 1998","December 31, 1998",023938,23,county wholly in NY-23,yes,yes
020712,Pharmacy,FAY'S INCORPORATED,FAY'S CORNERDRUG,5495 MAIN ST. WILLIAMSVILLE NY 14221,5495 MAIN ST,. WILLIAMSVILLE,14221,ERIE,Discontinued,"August 23, 1990","August 10, 1995","August 10, 1995",NONE,,,unknown,yes
017014,Pharmacy,FAY'S INCORPORATED,ECKERD,6001 PORTER-PACKARD RDS. NIAGARA FALLS NY 14304,6001 PORTER-PACKARD RDS. NIAGARA,FALLS,14304,NIAGARA,Transfer,"February 24, 1981","December 31, 1998","December 31, 1998",024082,,,unknown,yes
017491,Pharmacy,FAY'S INCORPORATED,ECKERD,1772 BROADWAY AVE. BUFFALO NY 14212,1772 BROADWAY AVE,. BUFFALO,14212,ERIE,Transfer,"June 22, 1982","December 31, 1998","December 31, 1998",023857,,,unknown,yes
019810,Pharmacy,FAY'S INCORPORATED,ECKERD,10 W. MAIN ST. CUBA NY 14727,10 W. MAIN ST,. CUBA,14727,ALLEGANY,Transfer,"April 19, 1988","December 31, 1998","December 31, 1998",023879,23,county wholly in NY-23,yes,yes
014898,Pharmacy,FAY'S INCORPORATED,ECKERD,507 CHEMUNG ST. HORSEHEADS NY 14845,507 CHEMUNG ST,. HORSEHEADS,14845,CHEMUNG,Transfer,"October 18, 1974","December 31, 1998","December 31, 1998",023940,23,county wholly in NY-23,yes,yes
018959,Pharmacy,FAY'S INCORPORATED,ECKERD,245 FLUVANNA AVE. JAMESTOWN NY 14701,245 AVE,. JAMESTOWN,14701,CHAUTAUQUA,Transfer,"January 28, 1986","December 31, 1998","December 31, 1998",023946,23,county wholly in NY-23,yes,yes
017597,Pharmacy,FAY'S INCORPORATED,ECKERD,2094 GEORGE URBAN BLVD. DEPEW NY 14043,2094 GEORGE URBAN BLVD,. DEPEW,14043,ERIE,Transfer,"October 26, 1982","December 31, 1998","December 31, 1998",023881,,,unknown,yes
020383,Pharmacy,FAY'S INCORPORATED,ECKERD,3497 DELAWARE AVE. KENMORE NY 14217,3497 DELAWARE AVE,. KENMORE,14217,ERIE,Transfer,"November 28, 1989","December 31, 1998","December 31, 1998",024087,,,unknown,yes
018019,Pharmacy,FAY'S INCORPORATED,ECKERD,3957 VINEYARD DR. DUNKIRK NY 14048,3957 VINEYARD DR,. DUNKIRK,14048,CHAUTAUQUA,Transfer,"January 20, 1984","December 31, 1998","December 31, 1998",023885,23,county wholly in NY-23,yes,yes
016735,Pharmacy,FAY'S INCORPORATED,ECKERD,3248 SHERIDAN DR. EGGERTSVILLE NY 14226,3248 SHERIDAN DR,. EGGERTSVILLE,14226,ERIE,Transfer,"March 28, 1980","December 31, 1998","December 31, 1998",023891,,,unknown,yes
021633,Pharmacy,FAY'S INCORPORATED,ECKERD,398 MAIN ST. EAST AURORA NY 14052,398 MAIN ST,. EAST AURORA,14052,ERIE,Transfer,"March 18, 1993","December 31, 1998","December 31, 1998",023886,,,unknown,yes
021342,Pharmacy,FAY'S INCORPORATED,ECKERD,40 S. ERIE ST. MAYVILLE NY 14757,40 S. ERIE ST,. MAYVILLE,14757,CHAUTAUQUA,Transfer,"June 11, 1992","December 31, 1998","December 31, 1998",023962,23,county wholly in NY-23,yes,yes
023453,Pharmacy,FAY'S INCORPORATED,ECKERD,C/O PHARMACY 45 E. MARKET ST. CORNING NY 14830-2614,45 E. MARKET ST,. CORNING,14830,STEUBEN,Transfer,"October 02, 1997","December 31, 1998","December 31, 1998",023874,23,county wholly in NY-23,yes,yes
016734,Pharmacy,FAY'S INCORPORATED,ECKERD,706 MINERAL SPRINGS RD. WEST SENECA NY 14224,706 MINERAL SPRINGS RD,. WEST SENECA,14224,ERIE,Transfer,"March 28, 1980","December 31, 1998","December 31, 1998",024062,,,unknown,yes
023608,Pharmacy,FAY'S INCORPORATED,ECKERD DRUGS #5018,C/O PHARMACY 2325 MILLERSPORT HIGHWAY GETZVILLE NY 14068,2325 MILLERSPORT HIGHWAY,GETZVILLE,14068,ERIE,Transfer,"March 23, 1998","December 31, 1998","December 31, 1998",023905,,,unknown,yes
019916,Pharmacy,FAY'S INCORPORATED,ECKERD,2391 GRAND ISLAND BLVD. GRAND ISLAND NY 14072,2391 GRAND ISLAND BLVD,. GRAND ISLAND,14072,ERIE,Transfer,"August 08, 1988","December 31, 1998","December 31, 1998",024083,,,unknown,yes
019264,Pharmacy,FAY'S INCORPORATED,ECKERD,5917 S. TRANSIT RD. LOCKPORT NY 14094,5917 S. TRANSIT RD,. LOCKPORT,14094,NIAGARA,Transfer,"October 30, 1986","December 31, 1998","December 31, 1998",024090,,,unknown,yes
017282,Pharmacy,FAY'S INCORPORATED,ECKERD,343 MEADOW DR. NORTH TONAWANDA NY 14120,343 MEADOW DR,. NORTH TONAWANDA,14120,NIAGARA,Transfer,"October 16, 1981","December 31, 1998","December 31, 1998",024076,,,unknown,yes
020797,Pharmacy,FAY'S INCORPORATED,ECKERD,S-5999 S. PARK AVE. HAMBURG NY 14075,S5999 S. PARK AVE,. HAMBURG,14075,ERIE,Transfer,"November 14, 1990","December 31, 1998","December 31, 1998",023935,,,unknown,yes
018344,Pharmacy,FAY'S INCORPORATED,ECKERD,175 N. UNION ST. SUITE 15 OLEAN NY 14760,175 N. UNION ST,. OLEAN,14760,CATTARAUGUS,Transfer,"November 05, 1984","December 31, 1998","December 31, 1998",023984,23,county wholly in NY-23,yes,yes
020384,Pharmacy,FAY'S INCORPORATED,ECKERD,214 ELMWOOD AVE. BUFFALO NY 14222,214 ELMWOOD AVE,. BUFFALO,14222,ERIE,Discontinued,"November 28, 1989","October 22, 1997","October 22, 1997",NONE,,,unknown,yes
020381,Pharmacy,FAY'S INCORPORATED,ECKERD,265 W. FERRY ST. BUFFALO NY 14213,265 W. FERRY ST,. BUFFALO,14213,ERIE,Transfer,"November 28, 1989","December 31, 1998","December 31, 1998",024088,,,unknown,yes
021668,Pharmacy,FAY'S INCORPORATED,LYNN'S DRUG STORE,62-64 NORTH AVE. OWEGO NY 13827,62-64 NORTH AVE,. OWEGO,13827,TIOGA,Discontinued,"May 20, 1993","August 08, 1996","August 08, 1996",NONE,23,county wholly in NY-23,yes,yes
019210,Pharmacy,FAY'S INCORPORATED,ECKERD,2303 UNION RD. WEST SENECA NY 14224,2303 UNION RD,. WEST SENECA,14224,ERIE,Transfer,"August 19, 1986","December 31, 1998","December 31, 1998",024063,,,unknown,yes
020745,Pharmacy,FAY'S INCORPORATED,ECKERD,279 E. FAIRMONT AVE. LAKEWOOD NY 14750,279 E. FAIRMONT AVE,. LAKEWOOD,14750,CHAUTAUQUA,Transfer,"September 19, 1990","December 31, 1998","December 31, 1998",023951,23,county wholly in NY-23,yes,yes
017879,Pharmacy,FAY'S INCORPORATED,ECKERD,2396 SENECA ST. BUFFALO NY 14210,2396 SENECA ST,. BUFFALO,14210,ERIE,Transfer,"September 15, 1983","December 31, 1998","December 31, 1998",023856,,,unknown,yes
017680,Pharmacy,FAY'S INCORPORATED,ECKERD,34 CHESTNUT ST. LOCKPORT NY 14094,34 CHESTNUT ST,. LOCKPORT,14094,NIAGARA,Transfer,"February 23, 1983","December 31, 1998","December 31, 1998",023956,,,unknown,yes
020544,Pharmacy,FAY'S INCORPORATED,ECKERD,8079 N. MAIN ST. EDEN NY 14057,8079 N. MAIN ST,. EDEN,14057,ERIE,Transfer,"February 26, 1990","December 31, 1998","December 31, 1998",023890,,,unknown,yes
020871,Pharmacy,FAY'S INCORPORATED,ECKERD,326 PARK AVE. CORNING NY 14830,326 PARK AVE,. CORNING,14830,STEUBEN,Transfer,"March 15, 1991","December 31, 1998","December 31, 1998",023873,23,county wholly in NY-23,yes,yes
020382,Pharmacy,FAY'S INCORPORATED,VAN SLYKE PHARMACY,1569 HERTEL AVE. BUFFALO NY 14216,1569 HERTEL AVE,. BUFFALO,14216,ERIE,Discontinued,"November 28, 1989","May 21, 1990","May 21, 1990",NONE,,,unknown,yes
021006,Pharmacy,FAY'S INCORPORATED,FAY'S CORNERDRUG,1030 EAST STATE ST. OLEAN NY 14760,1030 EAST STATE ST,. OLEAN,14760,CATTARAUGUS,Discontinued,"August 07, 1991","March 19, 1996","March 19, 1996",NONE,23,county wholly in NY-23,yes,yes
015625,Pharmacy,FAY'S INCORPORATED,ECKERD,98 VICTORY HWY. PAINTED POST NY 14870,98 VICTORY HWY,. PAINTED POST,14870,STEUBEN,Transfer,"November 01, 1976","December 31, 1998","December 31, 1998",023994,23,county wholly in NY-23,yes,yes
017593,Pharmacy,FAY'S INCORPORATED,ECKERD,40 ADAMS ST. TONAWANDA NY 14150,40 ADAMS ST,. TONAWANDA,14150,ERIE,Transfer,"October 19, 1982","December 31, 1998","December 31, 1998",024075,,,unknown,yes
016733,Pharmacy,FAY'S INCORPORATED,ECKERD,4271 LAKE AVE. BLASDELL NY 14219,4271 LAKE AVE,. BLASDELL,14219,ERIE,Transfer,"March 28, 1980","December 31, 1998","December 31, 1998",023852,,,unknown,yes
016535,Pharmacy,FAY'S INCORPORATED,ECKERD,7326 SENECA RD. N. HORNELL NY 14843,7326 SENECA RD,. N. HORNELL,14843,STEUBEN,Transfer,"September 20, 1979","December 31, 1998","December 31, 1998",023939,23,county wholly in NY-23,yes,yes
018360,Pharmacy,FAY'S INCORPORATED,ECKERD,363 COLLEGE AVE. ELMIRA NY 14901,363 COLLEGE AVE,. ELMIRA,14901,CHEMUNG,Transfer,"November 13, 1984","December 31, 1998","December 31, 1998",023892,23,county wholly in NY-23,yes,yes
021666,Pharmacy,FAY'S INCORPORATED,ECKERD,21 N. MAIN ST. NEWARK VALLEY NY 13811,21 N. MAIN ST,. NEWARK VALLEY,13811,TIOGA,Transfer,"May 20, 1993","December 31, 1998","December 31, 1998",023975,23,county wholly in NY-23,yes,yes
016268,Pharmacy,FAY'S INCORPORATED,ECKERD,4060 N. BUFFALO RD. ORCHARD PARK NY 14127,4060 N. BUFFALO RD,. ORCHARD PARK,14127,ERIE,Transfer,"October 30, 1978","December 31, 1998","December 31, 1998",023990,,,unknown,yes
020614,Pharmacy,FAY'S INCORPORATED,ECKERD,84 CANAL ST. P.O. BOX 451 BIG FLATS NY 14814,84 CANAL ST,. BIG,14814,CHEMUNG,Transfer,"May 30, 1990","December 31, 1998","December 31, 1998",023847,23,county wholly in NY-23,yes,yes
016985,Pharmacy,FAY'S INCORPORATED,ECKERD,2453 ELMWOOD AVE. KENMORE NY 14217,2453 ELMWOOD AVE,. KENMORE,14217,ERIE,Transfer,"January 20, 1981","December 31, 1998","December 31, 1998",024080,,,unknown,yes
018782,Pharmacy,FAY'S INCORPORATED,ECKERD,"110 BOLIVAR RD. HC 64, BOX 1F WELLSVILLE NY 14895",110 BOLIVAR RD,". HC 64, BOX 1F WELLSVILLE",14895,ALLEGANY,Transfer,"September 16, 1985","December 31, 1998","December 31, 1998",024061,23,county wholly in NY-23,yes,yes
020532,Pharmacy,FAY'S INCORPORATED,FAY'S CORNERDRUG,805 MILLERSPORT HWY. EGGERTSVILLE NY 14226,805 MILLERSPORT HWY,. EGGERTSVILLE,14226,ERIE,Discontinued,"March 08, 1990","September 18, 1996","September 18, 1996",NONE,,,unknown,yes
020272,Pharmacy,FAY'S INCORPORATED,ECKERD,2109 HYDE PARK BLVD. NIAGARA FALLS NY 14305,2109 HYDE PARK BLVD,. NIAGARA FALLS,14305,NIAGARA,Discontinued,"August 01, 1989","February 04, 1998","February 04, 1998",NONE,,,unknown,yes
018858,Pharmacy,FAY'S INCORPORATED,ECKERD,1000 HERTEL AVE. BUFFALO NY 14216,1000 HERTEL AVE,. BUFFALO,14216,ERIE,Transfer,"November 07, 1985","December 31, 1998","December 31, 1998",024094,,,unknown,yes
015749,Pharmacy,FAY'S INCORPORATED,ECKERD,4900 BROADWAY DEPEW NY 14043,4900 BROADWAY,DEPEW,14043,ERIE,Transfer,"March 04, 1977","December 31, 1998","December 31, 1998",023880,,,unknown,yes
016210,Pharmacy,FAY'S INCORPORATED,ECKERD,8202 TRANSIT RD. WILLIAMSVILLE NY 14221,8202 TRANSIT RD,. WILLIAMSVILLE,14221,ERIE,Transfer,"September 01, 1978","December 31, 1998","December 31, 1998",024066,,,unknown,yes
021667,Pharmacy,FAY'S INCORPORATED,LYNN'S DRUG STORE,91 MAIN ST. CANDOR NY 13743,91 MAIN ST,. CANDOR,13743,TIOGA,Discontinued,"May 21, 1993","March 04, 1994","March 04, 1994",NONE,23,county wholly in NY-23,yes,yes
020793,Pharmacy,FAY'S INCORPORATED,GEORGETOWN PHARMACY,5225 SHERIDAN DR. WILLIAMSVILLE NY 14221,5225 SHERIDAN DR,. WILLIAMSVILLE,14221,ERIE,Discontinued,"November 02, 1990","February 05, 1993","February 05, 1993",NONE,,,unknown,yes
014895,Pharmacy,FAY'S INCORPORATED,ECKERD,826 ERIE ST. ELMIRA NY 14904,826 ERIE ST,. ELMIRA,14904,CHEMUNG,Transfer,"October 18, 1974","December 31, 1998","December 31, 1998",023893,23,county wholly in NY-23,yes,yes
018247,Pharmacy,FAY'S INCORPORATED,ECKERD,2320 GENESEE ST. CHEEKTOWAGA NY 14225,2320 GENESEE ST,. CHEEKTOWAGA,14225,ERIE,Transfer,"August 15, 1984","December 31, 1998","December 31, 1998",023867,,,unknown,yes
501313,Storekeeper,"FELLOWS, WILLIAM A.",MIDWAY MINI-MART,MIDWAY MINI-MART RD #1 BEMUS POINT NY 14712,MIDWAY MINI-MART RD,#1 BEMUS POINT,14712,CHAUTAUQUA,Discontinued,"March 06, 1979","December 31, 1989","December 31, 1989",NONE,23,county wholly in NY-23,yes,no
017516,Pharmacy,"FERVAN, JACK DONALD",FERVAN'S PROFESSIONAL PHARMACY,FERVAN'S PROFESSIONAL PHARMACY 10 MAIN STREET AVOCA NY 14809,FERVAN'S PROFESSIONAL PHARMACY 10 MAIN STREET,AVOCA,14809,STEUBEN,Discontinued,"July 30, 1982","April 27, 1994","April 27, 1994",NONE,23,county wholly in NY-23,yes,yes
015155,Pharmacy,"FICKENSCHER, PAUL D.",SHOP-RITE PRESCRIPTION CENTER,SHOP RITE PRESCRIPTION CENTER CLINTON-ROSSLER PLAZA CHEEKTOWAGA NY 14206,SHOP RITE PRESCRIPTION CENTER CLINTON-ROSSLER PLAZA,CHEEKTOWAGA,14206,ERIE,Discontinued,"August 15, 1975","September 10, 2001","September 10, 2001",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
500289,Storekeeper,"FIELD, MAURICE L.",FIELD FOOD,FIELD FOOD MAIN STREET BOX 213 SCIO NY 14880,FIELD FOOD MAIN STREET,BOX 213 SCIO,14880,ALLEGANY,Discontinued,"January 01, 1966","June 20, 1989","June 20, 1989",NONE,23,county wholly in NY-23,yes,no
001153,Pharmacy,"FIFTY-SIX DELAMERE ROAD, INC.",,540 NIAGARA FALLS BLVD. BUFFALO NY 14223,540 NIAGARA FALLS BLVD,. BUFFALO,14223,ERIE,Transfer,"December 07, 1949","August 02, 1990","August 02, 1990",020682,,,unknown,yes
013716,Pharmacy,"FILLMORE & FISHER PHARMACY, INC.",,10560 RTE. 19 FILLMORE NY 14735,10560 RTE. 19,FILLMORE,14735,ALLEGANY,Active,"February 29, 1972","March 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
020318,Pharmacy,"FILLMORE AND FISHER PHARMACY, INC.",CUBA PHARMACY,2 CENTER ST. CUBA NY 14727,2 CENTER ST,. CUBA,14727,ALLEGANY,Active,"October 11, 1989","October 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
014331,Pharmacy,"FILLMORE AND FISHER PHARMACY,INC.",,138 N. MAIN ST. WELLSVILLE NY 14895,138 N. MAIN ST,. WELLSVILLE,14895,ALLEGANY,Active,"July 01, 1973","July 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
021851,Wholesaler/Repacker,FIRST COMMUNITY CARE INC.,,210 JOHN GLENN DR. SUITE 12 AMHERST NY 14228,210 JOHN GLENN DR,. AMHERST,14228,ERIE,Transfer,"September 07, 1993","January 12, 1999","January 12, 1999",023806,,,unknown,no
016770,Pharmacy,FISHER JAMES DEAN,FISHER'S DRUG,CONVENIENT PLAZA MAIN AND ALLEN STS HORNELL NY 14843,CONVENIENT PLAZA MAIN,AND ALLEN STS HORNELL,14843,STEUBEN,Discontinued,"April 25, 1980","November 17, 1987","November 17, 1987",NONE,23,county wholly in NY-23,yes,yes
500302,Storekeeper,"FLINT, ALFRED ELLSWORTH",KIRK & FLINT GENERAL STORE,"KIRK & FLINT GENERAL STORE MAIN & MILL STS.,BOX 248 WOODHULL NY 14898",KIRK & GENERAL STORE MAIN,"& MILL STS.,BOX 248 WOODHULL",14898,STEUBEN,Discontinued,"June 01, 1956","December 17, 1992","December 17, 1992",NONE,23,county wholly in NY-23,yes,no
019219,Pharmacy,FORSTER'S PHARMACY INC.,,3713 S PARK AVE BLASDELL NY 14219,3713 S PARK AVE,BLASDELL,14219,ERIE,Discontinued,"August 29, 1986","October 10, 2016","October 10, 2016",NONE,,,unknown,yes
202491,Wholesaler/Repacker,FOSTER MEDICAL CORPORATION,,"R.D.#1, FLUVANNA AVENUE JAMESTOWN NY 14701","R.D.#1, AVENUE",JAMESTOWN,14701,CHAUTAUQUA,Discontinued,"August 13, 1987","December 31, 1989","December 31, 1989",NONE,23,county wholly in NY-23,yes,no
500308,Storekeeper,"FOY, CLAYTON EDWARD",FOY'S VARIETY STORE,FOY'S VARIETY STORE VILLAGE SQUARE BOX 439 ELLINGTON NY 14732,FOY'S VARIETY STORE VILLAGE SQUARE,BOX 439 ELLINGTON,14732,CHAUTAUQUA,Discontinued,"February 11, 1949","November 12, 1992","November 12, 1992",NONE,23,county wholly in NY-23,yes,no
018859,Pharmacy,"FREDDY'S OF AMHERST, N.Y., INC.",FREDDY'S,3330 SHERIDAN DRIVE AMHERST NY 14226,3330 SHERIDAN DRIVE,AMHERST,14226,ERIE,Transfer,"November 07, 1985","September 19, 1991","September 19, 1991",021074,,,unknown,yes
020273,Pharmacy,"FREDDY'S OF BUFFALO, NY., INC.",FREDDY'S RX,2152 DELAWARE AVE. BUFFALO NY 14216,2152 DELAWARE AVE,. BUFFALO,14216,ERIE,Transfer,"August 09, 1989","September 19, 1991","September 19, 1991",021076,,,unknown,yes
020387,Pharmacy,"FREDDY'S OF CHEEKTOWAGA, NY, INC.",FREDDY'S RX,3735 UNION RD. CHEEKTOWAGA NY 14225,3735 UNION RD,. CHEEKTOWAGA,14225,ERIE,Transfer,"December 07, 1989","September 19, 1991","September 19, 1991",021075,,,unknown,yes
018877,Pharmacy,"FREDDY'S OF NIAGARA FALLS, N.Y., INC.",FREDDY'S,1900 MILITARY RD. NIAGARA FALLS NY 14304,1900 MILITARY RD,. NIAGARA FALLS,14304,NIAGARA,Transfer,"November 19, 1985","September 19, 1991","September 19, 1991",021079,,,unknown,yes
019568,Pharmacy,"FREDDY'S OF WEST SENECA N.Y., INC.",FREDDY'S RX,1900 RIDGE ROAD WEST SENECA NY 14224,1900 RIDGE ROAD,WEST SENECA,14224,ERIE,Transfer,"October 09, 1987","September 19, 1991","September 19, 1991",021081,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
012466,Pharmacy,FREDONIA PHARMACY INC.,HY-TOP PHARMACY,260 E. MAIN ST. FREDONIA NY 14063,260 E. MAIN ST,. FREDONIA,14063,CHAUTAUQUA,Transfer,"April 09, 1969","October 05, 1992","October 05, 1992",021450,23,county wholly in NY-23,yes,yes
019484,Pharmacy,"FREDONIA SUPER MARKETS, INC.",TOPS PHARMACY,4000 VINEYARD DR. DUNKIRK NY 14048,4000 VINEYARD DR,. DUNKIRK,14048,CHAUTAUQUA,Transfer,"July 16, 1987","February 25, 1993","February 25, 1993",021550,23,county wholly in NY-23,yes,yes
