piid,mod,signed,effective,completion,obligated,total_obligated,total_base_all,contracting_office,funding_office,pop_state,pop_city,pop_county,pop_zip,pop_cd,vendor,vendor_state,psc,psc_desc,naics,naics_desc,description,initiative,action_type
36C10B24C0077,P00004,2026-02-04,2024-09-30,2025-12-31,-369769.00,0.00,0.00,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),TECHNOLOGY ACQUISITION CENTER NJ (36C10B),KS,LEAVENWORTH,LEAVENWORTH,660482113,02,"R.E.D. CONSTRUCTION SERVICES, LLC",,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),CONTRACT TERMINATED FOR CONVENIENCE DUE TO A GOVERNMENT SHIFT IN THE REQUIREMENT. (SIEMENS WIRELESS INTERMESH FIRE ALARM MONITORING SYSTEM),,DEFINITIVE CONTRACT
36C24423D0077,P00002,2026-02-05,2023-04-01,,0.00,0.00,5622558.00,244-NETWORK CONTRACT OFFICE 4 (36C244),503-ALTOONA (00503)(36C503),,,,,,HILLVIEW SNF OPERATING COMPANY LLC,,Q402,"NURSING HOME, LONG-TERM & ADULT DAY CARE SERVICES",623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,IDC
36C25723C0093,P00005,2026-02-05,2023-09-07,2026-02-13,0.00,2786480.37,2786480.37,257-NETWORK CONTRACT OFFICE 17 (36C257),549-DALLAS (00549),TX,DALLAS,DALLAS,752161328,30,VALIANT GROUP LLC,,Y1DA,CONSTRUCTION OF HOSPITALS AND INFIRMARIES,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",549-19-191 CONSTR. REPLACE ISOLATION VALVES & CORRECT PLUMBING.,,DEFINITIVE CONTRACT
36C10G22D0027,P00009,2026-02-06,2022-08-25,,0.00,0.00,17372337.90,STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),,,,,,ALLIANT ENTERPRISES LLC,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,TERMINATION FOR CONVENIENCE,,IDC
36C24421C0019,P00003,2026-02-10,2020-12-10,2025-09-30,-620004.16,257813.33,257813.33,244-NETWORK CONTRACT OFFICE 4 (36C244),642-PHILADELPHIA (00642)(36C642),PA,PHILADELPHIA,PHILADELPHIA,191041111,03,"ACELA ARCHITECTS + ENGINEERS, PC",,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541330,ENGINEERING SERVICES,TERMINATION FOR CONVENIENCE,,DEFINITIVE CONTRACT
36C24426N0186,P00002,2026-02-10,2025-12-05,2026-12-04,-697578.51,749.49,749.49,244-NETWORK CONTRACT OFFICE 4 (36C244),646-PITTSBURGH (00646)(36C646),PA,ASPINWALL,ALLEGHENY,152151625,17,"BRAVE ONE CONTRACT AGENCY, LLC",,J035,MAINT/REPAIR/REBUILD OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,561210,FACILITIES SUPPORT SERVICES,"P00002 TERMINATION FOR CONVENIENCE DUE TO PROTEST
ELEVATOR AND LIFT MAINTENANCE AND REPAIR SERVICES",,BPA CALL
36C25525D0052,P00002,2026-02-10,2025-10-01,,0.00,0.00,0.00,255-NETWORK CONTRACT OFFICE 15 (36C255),657 STL EASTERN ORBIT,,,,,,XENTURIS LLC,,V225,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,621910,AMBULANCE SERVICES,GROUND AMBULANCE SERVICES,,IDC
36C25525N0255,P00001,2026-02-10,2025-09-30,2025-10-09,-1270665.02,0.00,0.00,255-NETWORK CONTRACT OFFICE 15 (36C255),657 STL EASTERN ORBIT,IL,MARION,WILLIAMSON,629591165,12,XENTURIS LLC,,V225,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,621910,AMBULANCE SERVICES,GROUND AMBULANCE SERVICES,,DELIVERY ORDER
36C25024D0096,P00001,2026-02-11,2024-04-01,,0.00,0.00,9000000.00,250-NETWORK CONTRACT OFFICE 10 (36C250),250-NETWORK CONTRACT OFFICE 10 (36C250),,,,,,"THE WATERS OF MARTINSVILLE, LLC",,Q402,"NURSING HOME, LONG-TERM & ADULT DAY CARE SERVICES",623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),CNH,,IDC
36C24723P0034,P00007,2026-02-12,2022-10-01,2027-07-31,0.00,408816.17,408816.17,247-NETWORK CONTRACT OFFICE 7 (36C247),521-BIRMINGHAM(00521)(36C521),AL,BIRMINGHAM,JEFFERSON,352331228,07,UNIVERSITY OF ALABAMA AT BIRMINGHAM,,Q301,REFERENCE LABORATORY TESTING,621511,MEDICAL LABORATORIES,"NOTICE OF TERMINATION AGREEMENT. FULL TERMINATION FOR CONVENIENCE. 
BLOOD AND BLOOD PRODUCTS",,PURCHASE ORDER
36C10B24F0322,P00001,2026-02-13,2024-09-23,2025-09-22,-32386.32,0.00,32388.80,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),TECHNOLOGY ACQUISITION CENTER NJ (36C10B),FL,GAINESVILLE,ALACHUA,326081135,03,"V3GATE, LLC",,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,ACTION IS A COMPLETE TERMINATE FOR CONVENIENCE OF THE GOVERNMENT. THIS T4C ACTION IS NOT RELATED TO THE EXECUTIVE ORDER 'RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING'.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10B24F0376,P00006,2026-02-13,2024-09-25,2029-09-24,0.00,6027484.44,14691692.30,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),ACQUISITION BUSINESS SERVICE (36C10C),VA,LEESBURG,LOUDOUN,201753730,10,"BDR SOLUTIONS, LLC",,R499,SUPPORT- PROFESSIONAL: OTHER,541519,OTHER COMPUTER RELATED SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10B24N10270009,P00006,2026-02-13,2024-06-07,2027-07-06,0.00,7606960.11,21973492.20,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),TECHNOLOGY ACQUISITION CENTER NJ (36C10B),NC,PFAFFTOWN,FORSYTH,270409246,10,KING STREET TECHNOLOGY PARTNERS LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541512,COMPUTER SYSTEMS DESIGN SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X26K0069,P00001,2026-02-13,2026-01-01,2026-02-13,-47586.00,0.00,0.00,SAC FREDERICK (36C10X),STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),VA,ALEXANDRIA,ALEXANDRIA CITY,223143359,08,MELLING LLC,,6540,"OPHTHALMIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339115,OPHTHALMIC GOODS MANUFACTURING,THIS MODIFICATION IS TO CANCEL THE  EXPRESS REPORT 36C10X26K0069. THE CONTRACT REFERENCED 36C10G24D0112 WAS TERMINATED ON 10/9/2025 AND IS THEREFORE NO LONGER ACTIVE. THE EXPRESS REPORT WILL BE RE-CREATED UNDER 36C10G25D0059,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C25723C0041,P00001,2026-02-13,2023-04-03,2025-07-02,-3595763.94,371278.37,371278.37,257-NETWORK CONTRACT OFFICE 17 (36C257),671-SAN ANTONIO (00671),TX,SAN ANTONIO,BEXAR,782294404,20,HAMILTON PACIFIC CHAMBERLAIN LLC,,Y1DA,CONSTRUCTION OF HOSPITALS AND INFIRMARIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DEFINITIVE CONTRACT
36C26322N0434,P00004,2026-02-13,2022-04-01,2026-01-31,0.00,105225.30,157423.32,NETWORK CONTRACT OFFICE 23 (36C263),636A8-IOWA CITY HEALTH CARE,IA,IOWA CITY,JOHNSON,522462208,01,PITNEY BOWES INC.,,7490,MISCELLANEOUS OFFICE MACHINES,532420,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,TERMINATE FOR GOVERNMENT CONVENIENCE.  CONTRACT WAS CONSOLIDATED UNDER A VISN WIDE AGREEMENT.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C26326N0068,P00001,2026-02-13,2025-10-01,2026-01-31,0.00,37314.72,37314.72,NETWORK CONTRACT OFFICE 23 (36C263),437-FARGO VA MEDICAL CENTER (00437),ND,FARGO,CASS,581022417,00,PITNEY BOWES INC.,,J074,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,532420,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,TERMINATE FOR GOVERNMENT CONVENIENCE.  CONTRACT WAS CONSOLIDATED UNDER A VISN WIDE AGREEMENT.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C25226N0208,P00001,2026-02-19,2026-01-14,2026-02-19,-348174.87,0.00,0.00,252-NETWORK CONTRACT OFFICE 12 (36C252),556-FHCC(N CHICAGO)(00556)(36C556),NJ,LAWRENCEVILLE,MERCER,086481205,03,BRISTOL-MYERS SQUIBB COMPANY,,6505,DRUGS AND BIOLOGICALS,325412,PHARMACEUTICAL PREPARATION MANUFACTURING,REVLIMID AND POMALYST SPECIALTY PHARMACEUTICALS (FHCC),,DELIVERY ORDER
36C77624C0205,P00001,2026-02-19,2024-09-27,2025-10-06,-812077.00,763208.00,1165625.00,PCAC (36C776),637-ASHEVILLE (00637)(36C637),VA,WOODBRIDGE,PRINCE WILLIAM,221925085,07,"AWEN SOLUTIONS GROUP, LLC",,C1DZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,541330,ENGINEERING SERVICES,TERMINATION FOR CONVENIENCE,,DEFINITIVE CONTRACT
36H79719D0005,P00021,2026-02-19,2019-08-23,,0.00,0.00,61290632.00,NAC HIGH TECH CONTRACTING (36H797),NAC HIGH TECH CONTRACTING (36H797),,,,,,"ALLIANT ENTERPRISES, LLC",,6525,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",334517,IRRADIATION APPARATUS MANUFACTURING,THE PURPOSE OF THIS MODIFICATION IS TO TERMINATE THE CONTRACT FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,IDC
36C24226N0342,P00001,2026-02-20,2026-02-16,2026-02-10,-1173036.80,0.00,0.00,242-NETWORK CONTRACT OFFICE 02 (36C242),DEPT OF VETERANS AFFAIRS,NY,ROCHESTER,MONROE,146231002,25,PROMETHEUS FEDERAL SERVICES LLC,,Q505,MEDICAL- GASTROENTEROLOGY,561320,TEMPORARY HELP SERVICES,GASTROENTEROLOGY,,DELIVERY ORDER
36C24826P0155,P00001,2026-02-20,2025-11-10,2026-02-20,-59669.36,0.00,0.00,248-NETWORK CONTRACT OFFICE 8 (36C248),548-WEST PALM (00548)(36C548),FL,RIVIERA BEACH,PALM BEACH,334106400,21,"ALLIANT ENTERPRISES, LLC",,6530,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES",337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,TERMINATION FOR GOVT'S CONVENIENCE.,,PURCHASE ORDER
36C24926P0107,P00001,2026-02-20,2025-12-01,2025-12-31,-15036.92,0.00,0.00,249-NETWORK CONTRACT OFFICE 9 (36C249),614-MEMPHIS(00614),TN,MEMPHIS,SHELBY,381194878,08,ADVANCED PROSTHETICS AND ORTHOTICS LLC,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,ARTIFICIAL LEG - ABOVE KNEE PROSTHETIC - CANCELLED FOR CONVENIENCE,,PURCHASE ORDER
36C26225P2146,P00001,2026-02-20,2025-09-15,2026-01-31,-44043.90,26426.34,26426.34,262-NETWORK CONTRACT OFFICE 22 (36C262),605-VA LOMA LINDA HLTHCR SYS(00605),CA,LOMA LINDA,SAN BERNARDINO,923570001,23,LEGACYGEN INNOVATIONS LLC,,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",811210,ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,GE EQUIPMENT PMI,,PURCHASE ORDER
36C10B24F0061,P00006,2026-02-23,2024-02-07,2025-12-22,-117665.82,2692550.06,4445571.51,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),TECHNOLOGY ACQUISITION CENTER NJ (36C10B),TX,AUSTIN,TRAVIS,787727830,35,REGAN TECHNOLOGIES CORPORATION,,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,TERMINATION AND DE-OBLIGATION OF FUNDS UNDER CLIN 0005,,DELIVERY ORDER
36C25023C0131,P00002,2026-02-23,2023-07-24,2026-02-23,-50471.69,21933.06,21933.06,250-NETWORK CONTRACT OFFICE 10 (36C250),552-DAYTON (00552),OH,DAYTON,MONTGOMERY,454289000,10,"WEST POINT ENGINEERS, LLC",,C1PC,ARCHITECT AND ENGINEERING- CONSTRUCTION: UNIMPROVED REAL PROPERTY (LAND),541310,ARCHITECTURAL SERVICES,REPAIR HILL AND POND GROTTO - 552-22-202 - T4C,,DEFINITIVE CONTRACT
VA797H17D0011,P00029,2026-02-24,2016-12-10,,0.00,4000.00,100840575.00,NAC HIGH TECH CONTRACTING (36H797),NAC HIGH TECH CONTRACTING (36H797),,,,,,GUERBET LLC,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",334517,IRRADIATION APPARATUS MANUFACTURING,THE PURPOSE OF THIS MODIFICATION IS TO TERMINATE THE REMAINING CONTRACT SCOPE FOR THE GOVERNMENTS CONVENIENCE IN RESPONSE TO THE VENDOR REQUEST WITH PROPER CLOSEOUT.,,IDC
36C24626P0207,P00002,2026-02-25,2025-12-26,2026-02-05,-529200.00,0.00,0.00,246-NETWORK CONTRACTING OFFICE 6 (36C246),VETERANS HEALTH ADMINISTRATION,NC,DURHAM,ORANGE,277058041,04,M&H UNITED LLC,,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,561720,JANITORIAL SERVICES,"JANITORIAL SERVICES AT DURHAM VAMC-
TERMINATION FOR CONVENIENCE",,PURCHASE ORDER
36C25026P0149,P00001,2026-02-25,2025-12-05,2026-02-25,-76440.00,0.00,0.00,250-NETWORK CONTRACT OFFICE 10 (36C250),610-MARION (00610),IN,MARION,GRANT,469539536,05,"SAGE, LLC",,R616,SUPPORT - ADMINISTRATIVE: PHYSICAL RECORDS MANAGEMENT SERVICES,561990,ALL OTHER SUPPORT SERVICES,DOCUMENT DESTRUCTION FOR NORTHER INDIANA HEALTHCARE SYSTEMS,,PURCHASE ORDER
36C25726F00321,P00001,2026-02-25,2026-01-06,2026-02-27,-43700.00,0.00,0.00,257-NETWORK CONTRACT OFFICE 17 (36C257),549-DALLAS (00549),TX,DALLAS,DALLAS,752164100,30,MABBETT AND ASSOCIATES INCORPORATED,,F999,OTHER ENVIRONMENTAL SERVICES,541620,ENVIRONMENTAL CONSULTING SERVICES,GEMS PROGRAM/ SPCC/P2/ICP PLAN- TERMINATE FOR CONVENIENCE - CORRECTIVE ACTION,,DELIVERY ORDER
36C10D25P0009,P00005,2026-02-26,2024-10-01,2026-02-18,0.00,34918.00,69094.00,VETERANS BENEFITS ADMIN (36C10D),NEW ORLEANS REGIONAL BENEFIT OFFICE,LA,NEW ORLEANS,ORLEANS,701131871,02,VENERGY GROUP LLC,,J041,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",TERMINATE FOR CONVENIENCE - HVAC SERVICES FOR THE NEW ORLEANS VBA REGIONAL OFFICE,,PURCHASE ORDER
36C25622D0038,P00004,2026-02-27,2022-03-01,,0.00,0.00,92840.00,256-NETWORK CONTRACT OFFICE 16 (36C256),564-FAYETTEVILLE (00564),,,,,,AGILITI HEALTH INC,,Q523,MEDICAL- SURGERY,621999,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,CONTRACTOR PROVIDED MOBILE LITHOTRIPSY SERVICES - TERMINATION OF REMAINDER OF CONTRACT.  NO FAULT OF CONTRACTOR.,,IDC
36C10G26N0003,P00002,2026-03-03,2025-10-10,2026-01-06,-23270.16,2949079.34,2949079.34,STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),MD,HYATTSVILLE,PRINCE GEORGES,207852275,04,ASCELLON CORPORATION,,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PARTIAL TERMINATION - 1 SVH SURVEY AT RICHMOND VA TERMINATED DUE TO FLU TYPE A OUTBREAK,,DELIVERY ORDER
36C24223C0111,P00004,2026-03-03,2023-08-14,2025-12-22,-478719.35,239463.62,239463.62,242-NETWORK CONTRACT OFFICE 02 (36C242),UNITED STATES DEPARTMENT OF VETERANS AFFAIRS,NJ,EAST ORANGE,ESSEX,070183153,10,AE WORKS LTD,,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541330,ENGINEERING SERVICES,AE SERVICES TO RENOVATE BUILDING 11 TERMINATION,,DEFINITIVE CONTRACT
36C24725F0071,P00002,2026-03-03,2025-02-09,2026-03-03,-192839.08,199126.89,400427.75,247-NETWORK CONTRACT OFFICE 7 (36C247),247-NETWORK CONTRACT OFFICE 7 (36C247),SC,CHARLESTON,CHARLESTON,294011153,06,ALVAREZ LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541519,OTHER COMPUTER RELATED SERVICES,CDI PRO SERVICES,,DELIVERY ORDER
36C77625D0002,P00001,2026-03-03,2025-06-24,,0.00,0.00,74000000.00,RPO CENTRAL (36C24C),RPO CENTRAL (36C24C),,,,,,"AMERICAN ACCESS, INC.",,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,NORTH CENTRAL MODULAR RAMPS,,IDC
36C77625D0003,P00001,2026-03-03,2025-06-24,,0.00,0.00,44000000.00,RPO CENTRAL (36C24C),RPO CENTRAL (36C24C),,,,,,"AMERICAN ACCESS, INC.",,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,DELIVERY AND INSTALLATION OF MODULAR RAMPS.,,IDC
36C10X20F0033,P00013,2026-03-05,2020-07-01,2025-02-25,-9574474.48,74655674.83,75294462.35,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),DC,WASHINGTON,DISTRICT OF COLUMBIA,200010004,98,"ENTERPRISE RESOURCE PERFORMANCE, INC.",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"TERMINATION FOR CONVENIENCE AGREEMENT, IAW 52.212-4(C) & (L) AND INITIATIVE ""E.O RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING""",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36A79723N0463,P00002,2026-03-09,2023-09-27,2026-03-09,-1542322.74,0.00,0.00,NAC HIGH TECH ORDERS (36A797),NAC HIGH TECH ORDERS (36A797),WI,WAUKESHA,WAUKESHA,531881615,05,GE PRECISION HEALTHCARE LLC,,6525,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",334517,IRRADIATION APPARATUS MANUFACTURING,"MODALITY: XR MRI
PURCHASE ORDER: 585B20011
STATION: VAMC IRON MOUNTAIN, MI
REQUIREMENT: TERMINATION",,DELIVERY ORDER
36C24624P1021,P00006,2026-03-09,2024-05-01,2026-03-09,-172824.00,104798.90,277622.90,246-NETWORK CONTRACTING OFFICE 6 (36C246),565-FAYETTEVILLE (00565)(36565),NC,FAYETTEVILLE,CUMBERLAND,283015494,07,J3 ENTERPRISE LLC,,J059,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,ELEVATOR MAINTENANCE SERVICES - REPLACING 2 SRU BOARDS,,PURCHASE ORDER
36C24726P0265,P00001,2026-03-09,2026-01-19,2026-04-19,-235690.00,0.00,0.00,247-NETWORK CONTRACT OFFICE 7 (36C247),534-CHARLESTON (00534)(36C534),SC,CHARLESTON,CHARLESTON,294011153,06,KSC FEDERAL CONTRACTORS LLC,,J045,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","HOT WATER HEATER TANKS REPAIR, RALPH H. JOHNSON VETERANS AFFAIRS MEDICAL CENTER, SC",,PURCHASE ORDER
36C24926F0080,P00001,2026-03-09,2026-01-14,2026-07-03,-347880.00,0.00,0.00,249-NETWORK CONTRACT OFFICE 9 (36C249),614-MEMPHIS(00614),PA,PITTSBURGH,ALLEGHENY,152262503,17,ALTAMIRA LTD,,6530,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES",339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,TERMINATION FOR GOV'T CONVENIENCE DUE TO CORRECTIVE ACTION REQUIRED FROM PROTEST. 50 PROGLIDE 300 EXAMINATION CHAIRS TO INCLUDE SUPPORT RAILS,,DELIVERY ORDER
36C25222N0331,P00005,2026-03-09,2022-03-23,2028-03-22,-41994.77,213320.15,254501.15,252-NETWORK CONTRACT OFFICE 12 (36C252),252-NETWORK CONTRACT OFFICE 12 (36C252),WI,MILWAUKEE,MILWAUKEE,532950004,04,"APOGEE CONSULTING GROUP, P.A.",,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541330,ENGINEERING SERVICES,P00004:  SUSPEND,,DELIVERY ORDER
36C24825P1960,P00001,2026-03-10,2025-09-01,2026-03-13,-338716.08,383460.34,383460.34,248-NETWORK CONTRACT OFFICE 8 (36C248),673-TAMPA(00673)(36C673),FL,TAMPA,HILLSBOROUGH,336127528,14,"ALLIANT ENTERPRISES, LLC",,N065,"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,CEILING-MOUNTED PATIENT LIFTS AND RAILS REPLACEMENT,,PURCHASE ORDER
36C25023C0125,P00001,2026-03-10,2023-06-29,2026-03-10,-1934534.45,0.00,0.00,250-NETWORK CONTRACT OFFICE 10 (36C250),552-DAYTON (00552),OH,DAYTON,MONTGOMERY,454289000,10,"EAGLE CONTRACTORS, INC.",,Z2LZ,REPAIR OR ALTERATION OF PARKING FACILITIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,EMERGENCY REPAIR PARKING LOT B128 - 552-23-504 - T4C,,DEFINITIVE CONTRACT
36C24726D0017,P00002,2026-03-11,2026-04-01,,0.00,0.00,0.00,247-NETWORK CONTRACT OFFICE 7 (36C247),619-CENTERAL ALABAM (00619)(36C619),,,,,,VETERANS FIRST HEALTH CARE,,W065,"LEASE OR RENTAL OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",532283,HOME HEALTH EQUIPMENT RENTAL,CAVHCS HOME OXYGEN AND VENTILATOR SERVICES,,IDC
36C26125P1388,P00001,2026-03-12,2025-08-06,2028-08-05,-5842.18,0.00,0.00,261-NETWORK CONTRACT OFFICE 21 (36C261),662-SAN FRANCISCO (00662),CA,SAN FRANCISCO,SAN FRANCISCO,941212303,11,"OPENING TECHNOLOGIES, INC",,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),VENDOR NOT REGISTERED IN FSC FOR PAYMENT.,,PURCHASE ORDER
36C77026P0030,P00001,2026-03-12,2026-01-30,2031-01-29,-9374.00,0.00,47578.00,NATIONAL CMOP OFFICE (36C770),VA CMOP TUCSON (00762),AZ,TUCSON,PIMA,857065041,07,"BEACON GROUP, INC.",,R614,SUPPORT- ADMINISTRATIVE: PAPER SHREDDING,561990,ALL OTHER SUPPORT SERVICES,SECURE SHREDDING SERVICES,,PURCHASE ORDER
36C25021C0263,P00001,2026-03-13,2021-10-12,2027-09-30,-287360.00,350925.00,350925.00,250-NETWORK CONTRACT OFFICE 10 (36C250),541-BRECKSVILLE (00541),OH,CLEVELAND,CUYAHOGA,441061728,11,"FFE - HEAPY JV, LLC",,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541310,ARCHITECTURAL SERVICES,"AE DESIGN: RENOVATE PCU TO RELOCATE SAME-DAY SURGERY CENTER

MODIFICATION P00001 - TERMINATION FOR CONVENIENCE",,DEFINITIVE CONTRACT
36C25022P1250,P00002,2026-03-16,2022-05-18,2024-09-30,-67320.83,4241.00,4241.00,250-NETWORK CONTRACT OFFICE 10 (36C250),VA CENTRAL OFFICE,NY,TARRYTOWN,WESTCHESTER,105915005,16,SIEMENS HEALTHCARE DIAGNOSTICS INC.,,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),511210,SOFTWARE PUBLISHERS,UNIPOC DATA MANAGEMENT SYSTEM CERNER INTERFACE - PARTIAL TERMINATION FOR THE GOVERNMENT'S CONVENIENCE,,PURCHASE ORDER
36C26326P0157,P00001,2026-03-16,2026-01-01,2025-12-27,-94921.20,0.00,0.00,NETWORK CONTRACT OFFICE 23 (36C263),568-VA BLK HILLS HLTH CARE (00568P),SD,FORT MEADE,MEADE,577411002,00,KONE INC,,J035,MAINT/REPAIR/REBUILD OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,ELEVATOR MAINTENANCE & REPAIR SERVICES - COMPLETE TERMINATION DUE TO CORRECTIVE ACTION FROM PROTEST. (PROTESTOR-TK ELEVATOR),,PURCHASE ORDER
